_id,term,definition,analysis.pos_tags[0][0],analysis.pos_tags[0][1],analysis.pos_tags[1][0],analysis.pos_tags[1][1],analysis.stems[0],analysis.stems[1],created_at,sentiment_score,source_link,status,category
69538a51a507d8787b04b388,자코,,,,,,,,2025-12-30T17:16:17.233Z,,https://namu.wiki/w/%EC%9E%90%EC%BD%94#s-1.1,raw,
69538a51a507d8787b04b389,중복 모션,,,,,,,,2025-12-30T17:16:17.233Z,,https://namu.wiki/w/%EC%A4%91%EB%B3%B5%20%EB%AA%A8%EC%85%98,raw,
69538a51a507d8787b04b38a,즉사기,,,,,,,,2025-12-30T17:16:17.233Z,,https://namu.wiki/w/%EC%A6%89%EC%82%AC%EA%B8%B0,raw,
69538a51a507d8787b04b38b,캠핑,,,,,,,,2025-12-30T17:16:17.234Z,,https://namu.wiki/w/%EC%BA%A0%ED%95%91(%EA%B2%8C%EC%9E%84),raw,
69538a51a507d8787b04b38c,차지샷,,,,,,,,2025-12-30T17:16:17.234Z,,https://namu.wiki/w/%EC%B0%A8%EC%A7%80%EC%83%B7,raw,
69538a51a507d8787b04b38d,치트키,,,,,,,,2025-12-30T17:16:17.234Z,,https://namu.wiki/w/%EC%B9%98%ED%8A%B8%ED%82%A4,raw,
69538a51a507d8787b04b38e,티밍,,,,,,,,2025-12-30T17:16:17.235Z,,https://namu.wiki/w/%ED%8B%B0%EB%B0%8D,raw,
69538a51a507d8787b04b38f,팀킬,,,,,,,,2025-12-30T17:16:17.235Z,,https://namu.wiki/w/%ED%8C%80%ED%82%AC,raw,
69538a51a507d8787b04b390,파고들기,,,,,,,,2025-12-30T17:16:17.236Z,,https://namu.wiki/w/%ED%8C%8C%EA%B3%A0%EB%93%A4%EA%B8%B0,raw,
69538a51a507d8787b04b391,파밍,,,,,,,,2025-12-30T17:16:17.236Z,,https://namu.wiki/w/%ED%8C%8C%EB%B0%8D,raw,
69538a51a507d8787b04b392,팔레트 스왑,,,,,,,,2025-12-30T17:16:17.237Z,,https://namu.wiki/w/%ED%8C%94%EB%A0%88%ED%8A%B8%20%EC%8A%A4%EC%99%91,raw,
69538a51a507d8787b04b393,평타,,,,,,,,2025-12-30T17:16:17.237Z,,https://namu.wiki/w/%ED%8F%89%ED%83%80,raw,
69538a51a507d8787b04b394,플레이어형 보스,,,,,,,,2025-12-30T17:16:17.237Z,,https://namu.wiki/w/%ED%94%8C%EB%A0%88%EC%9D%B4%EC%96%B4%ED%98%95%20%EB%B3%B4%EC%8A%A4,raw,
